,Наименование,id,Скидка,Цена,Цена со скидкой,Бренд,id бренда,feedbacks,rating,Ссылка
164,Смартфон A16 3 32GB Blue,90803750,50,18362,9181,OPPO,10883,3,5,https://www.wildberries.ru/catalog/90803750/detail.aspx?targetUrl=BP
165,Смартфон 1SE 5030D 32ГБ серый (5030d-2aalru2),34019104,0,9990,9990,Alcatel,5789,1,3,https://www.wildberries.ru/catalog/34019104/detail.aspx?targetUrl=BP
166,Смартфон Vision 3 3 64 ГБ,99360058,0,9527,9527,ITEL,23234,8,1,https://www.wildberries.ru/catalog/99360058/detail.aspx?targetUrl=BP
167,Ссмартфон Cool10A 3GB+64GB,111245826,0,8490,8490,Coolpad,1279813,6,3,https://www.wildberries.ru/catalog/111245826/detail.aspx?targetUrl=BP
168,Ссмартфон Cool10A 3GB+64GB,84352271,0,8490,8490,Coolpad,1279813,6,3,https://www.wildberries.ru/catalog/84352271/detail.aspx?targetUrl=BP
169,"Смартфон ZTE Blade A31 Серый, 2 32Гб, 8Мп, 3000 мАч",128748929,92,90000,7200,"SM/ZTE Blade A31 Серый, 2/32Гб, 8Мп, 3000 мАч",129103549,0,0,https://www.wildberries.ru/catalog/128748929/detail.aspx?targetUrl=BP
170,Смартфон 1 5033FR 16Gb 1Gb черный,55659181,0,7527,7527,Alcatel,5789,0,0,https://www.wildberries.ru/catalog/55659181/detail.aspx?targetUrl=BP
171,Смартфон A62 64GB,140130955,0,5499,5499,INOI,22703,0,0,https://www.wildberries.ru/catalog/140130955/detail.aspx?targetUrl=BP
172,Смартфон A62 64GB,140131653,0,5499,5499,INOI,22703,0,0,https://www.wildberries.ru/catalog/140131653/detail.aspx?targetUrl=BP
173,Смартфон A17 DS 5 854х480 16+1ГБ+5+2МП 2400мАч Unisoc SC7731…,84026311,0,4990,4990,ITEL,23234,12,4,https://www.wildberries.ru/catalog/84026311/detail.aspx?targetUrl=BP
174,Смартфон Highscreen Alpha R,122250772,0,4040,4040,Женская ЛОГИКА,1329211,1,1,https://www.wildberries.ru/catalog/122250772/detail.aspx?targetUrl=BP
175,HOT 12 PRO 8+128GB,114477950,39,17990,10973,Infinix,252622,518,5,https://www.wildberries.ru/catalog/114477950/detail.aspx?targetUrl=BP
176,Смартфон Redmi 9A 2GB+32GB,13615125,34,8990,5933,Xiaomi,19467,7890,5,https://www.wildberries.ru/catalog/13615125/detail.aspx?targetUrl=BP
177,Смартфон M5s 4 GB 128 GB,120907792,11,17990,16011,POCO,132943,264,5,https://www.wildberries.ru/catalog/120907792/detail.aspx?targetUrl=BP
178,Смартфон M5s 4 GB 128 GB,121088620,17,17990,14931,POCO,132943,264,5,https://www.wildberries.ru/catalog/121088620/detail.aspx?targetUrl=BP
179,Смартфон Hot 11 Polar black,105825919,38,15990,9913,Infinix,252622,579,5,https://www.wildberries.ru/catalog/105825919/detail.aspx?targetUrl=BP
180,Смартфон HOT 11 Exploratory blue,105825180,38,15990,9913,Infinix,252622,374,5,https://www.wildberries.ru/catalog/105825180/detail.aspx?targetUrl=BP
181,Смартфон M4 Pro 8GB+256GB,66070236,50,39990,19995,POCO,132943,2391,5,https://www.wildberries.ru/catalog/66070236/detail.aspx?targetUrl=BP
182,Смартфон 9A 2 32Gb Серый RU,33436829,11,7687,6841,Redmi,50662,5,3,https://www.wildberries.ru/catalog/33436829/detail.aspx?targetUrl=BP
183,Смартфон X4 Pro 5G 8GB+256GB,67866095,45,50990,28044,POCO,132943,1266,5,https://www.wildberries.ru/catalog/67866095/detail.aspx?targetUrl=BP
184,C40 3 GB+32 GB,114714657,42,11990,6954,POCO,132943,780,5,https://www.wildberries.ru/catalog/114714657/detail.aspx?targetUrl=BP
185,Смартфон Redmi 9A 2GB+32GB,84018137,34,8990,5933,Xiaomi,19467,7890,5,https://www.wildberries.ru/catalog/84018137/detail.aspx?targetUrl=BP
186,Смартфон Redmi 9A 2GB+32GB,88962425,34,8990,5933,Xiaomi,19467,7890,5,https://www.wildberries.ru/catalog/88962425/detail.aspx?targetUrl=BP
187,Смартфон NOVA Y70 128 Гб,110714009,30,17986,12590,Huawei,6667,100,5,https://www.wildberries.ru/catalog/110714009/detail.aspx?targetUrl=BP
188,Galaxy A13 64GB,106474239,20,14990,11992,Samsung,5772,27,5,https://www.wildberries.ru/catalog/106474239/detail.aspx?targetUrl=BP
189,Смартфон M5s 4 GB 128 GB,102181605,11,17990,16011,POCO,132943,264,5,https://www.wildberries.ru/catalog/102181605/detail.aspx?targetUrl=BP
190,"Смартфон 8i 4+64гб LCD 6.6"" 2412x1080 Helio G96 5000 mAh NFC",46594329,28,17990,12952,Realme,48914,271,5,https://www.wildberries.ru/catalog/46594329/detail.aspx?targetUrl=BP
191,SMART 6 PLUS 2+64GB,114477947,46,9990,5394,Infinix,252622,1813,5,https://www.wildberries.ru/catalog/114477947/detail.aspx?targetUrl=BP
192,Смартфон M4 Pro 6GB+128GB,66069790,46,34990,18894,POCO,132943,1572,5,https://www.wildberries.ru/catalog/66069790/detail.aspx?targetUrl=BP
193,Смартфон С33 4 128Gb 50M HD+ NFC 5000m,106466312,27,14990,10942,Realme,48914,299,5,https://www.wildberries.ru/catalog/106466312/detail.aspx?targetUrl=BP
194,"Смартфон A17 голубой 854х480 5"" 1+16 Гб 5 Мп 2 Мп",38764020,5,3464,3290,ITEL,23234,151,4,https://www.wildberries.ru/catalog/38764020/detail.aspx?targetUrl=BP
195,Galaxy A13 4GB 64GB,106171202,20,14990,11992,Samsung,5772,18,5,https://www.wildberries.ru/catalog/106171202/detail.aspx?targetUrl=BP
196,"Смартфон 5046L Choice 5""",15943619,38,5468,3390,BQ,23870,5,4,https://www.wildberries.ru/catalog/15943619/detail.aspx?targetUrl=BP
197,"Смартфон 6061L Slim IPS 6""",63781155,32,6309,4290,BQ,23870,22,5,https://www.wildberries.ru/catalog/63781155/detail.aspx?targetUrl=BP
198,NOTE 12 PRO 8+256GB,119444021,32,24990,16993,Infinix,252622,586,5,https://www.wildberries.ru/catalog/119444021/detail.aspx?targetUrl=BP
199,"Смартфон Camon 19 Neo 6.81"" 6+128 ГБ Гб 48 32 МП",117932052,5,13674,12990,TECNO,23233,22,5,https://www.wildberries.ru/catalog/117932052/detail.aspx?targetUrl=BP
200,GT Neo 3T 8+256Гб черный,138989560,0,33990,33990,Realme,48914,0,0,https://www.wildberries.ru/catalog/138989560/detail.aspx?targetUrl=BP
201,Смартфон 6051G Soul 2Gb 32Gb IPS,43763932,33,5955,3989,BQ,23870,19,4,https://www.wildberries.ru/catalog/43763932/detail.aspx?targetUrl=BP
202,"Смартфон 6022G Aura 2Gb 16Gb 6""",15943630,46,7574,4089,BQ,23870,50,4,https://www.wildberries.ru/catalog/15943630/detail.aspx?targetUrl=BP
203,"Смартфон A17 854х480 5"" 1+16 Гб 5 Мп 2 Мп 2400 мАч",38764014,5,3464,3290,ITEL,23234,60,5,https://www.wildberries.ru/catalog/38764014/detail.aspx?targetUrl=BP
204,Смартфон Y16 4GB 64GB,122872783,9,10999,10009,VIVO,33526,160,5,https://www.wildberries.ru/catalog/122872783/detail.aspx?targetUrl=BP
205,Смартфон 6051G Soul 2Gb 32Gb IPS,43763928,33,5955,3989,BQ,23870,19,4,https://www.wildberries.ru/catalog/43763928/detail.aspx?targetUrl=BP
206,"Смартфон BV4900, 3GB 32GB",139364453,30,10774,7541,Blackview,24840,0,0,https://www.wildberries.ru/catalog/139364453/detail.aspx?targetUrl=BP
207,"Телефон, 4,9"", 4-ядерный процессор",69220036,59,7980,3271,Poco Case,72048,14,2,https://www.wildberries.ru/catalog/69220036/detail.aspx?targetUrl=BP
208,"Смартфон A25 голубой 5"" 1280x720 1 16Гб 5 Мп 2 Мп 3020 мАч",110288705,5,3674,3490,ITEL,23234,6,4,https://www.wildberries.ru/catalog/110288705/detail.aspx?targetUrl=BP
209,Смартфон GALAXY A53 5G 128GB,116401270,30,41775,29242,Samsung,5772,0,0,https://www.wildberries.ru/catalog/116401270/detail.aspx?targetUrl=BP
210,Смартфон M5 4GB+64GB,102706637,20,14990,11992,POCO,132943,294,5,https://www.wildberries.ru/catalog/102706637/detail.aspx?targetUrl=BP
211,Смартфон Y16 4GB 64GB,122872785,21,10999,8689,VIVO,33526,160,5,https://www.wildberries.ru/catalog/122872785/detail.aspx?targetUrl=BP
212,Redmi 10 2022 4GB+128GB Gray,86264791,20,18990,15192,Xiaomi,19467,111,5,https://www.wildberries.ru/catalog/86264791/detail.aspx?targetUrl=BP
213,Смартфон Redmi A1+ 2GB+32GB,103742308,38,7990,4953,Xiaomi,19467,174,5,https://www.wildberries.ru/catalog/103742308/detail.aspx?targetUrl=BP
214,Смартфон V25e 8GB 128GB,121026731,25,27999,20999,VIVO,33526,593,5,https://www.wildberries.ru/catalog/121026731/detail.aspx?targetUrl=BP
215,iPhone 11 128GB (США),124828884,20,54990,43992,Apple,6049,39,5,https://www.wildberries.ru/catalog/124828884/detail.aspx?targetUrl=BP
216,C40 4 GB+64 GB,114316934,35,12990,8443,POCO,132943,418,5,https://www.wildberries.ru/catalog/114316934/detail.aspx?targetUrl=BP
217,Camon 19Pro 6.8 1080x2460 128+8GB,92267714,18,21990,18031,TECNO,23233,602,5,https://www.wildberries.ru/catalog/92267714/detail.aspx?targetUrl=BP
218,iPhone 14 256GB (СНГ),103948519,19,99990,80991,Apple,6049,39,5,https://www.wildberries.ru/catalog/103948519/detail.aspx?targetUrl=BP
219,Смартфон V25e 8GB 128GB,121026730,25,27999,20999,VIVO,33526,593,5,https://www.wildberries.ru/catalog/121026730/detail.aspx?targetUrl=BP
220,Camon 19Pro 6.8 1080x2460 128+8GB,92267713,10,19990,17991,TECNO,23233,602,5,https://www.wildberries.ru/catalog/92267713/detail.aspx?targetUrl=BP
221,Смартфон nova Y70 128 ГБ 48МП 6000 мА*ч,118062406,43,18990,10824,Huawei,6667,201,5,https://www.wildberries.ru/catalog/118062406/detail.aspx?targetUrl=BP
222,Смартфон V25 5G 8GB 256GB,101597330,21,37999,30019,VIVO,33526,191,5,https://www.wildberries.ru/catalog/101597330/detail.aspx?targetUrl=BP
223,Galaxy A23 128GB,84888190,29,23990,17032,Samsung,5772,144,5,https://www.wildberries.ru/catalog/84888190/detail.aspx?targetUrl=BP
224,Смартфон Spark 8C 6.6 720x1612 4+64ГБ,61914203,31,11990,8273,TECNO,23233,2785,5,https://www.wildberries.ru/catalog/61914203/detail.aspx?targetUrl=BP
225,"Смартфон 8 Punk Black 6.4"" 2400x1080 6+128Гб 64+8+2+2 Мп 16…",73227319,0,16990,16990,Realme,48914,70,5,https://www.wildberries.ru/catalog/73227319/detail.aspx?targetUrl=BP
226,"Смартфон 8i LCD 6.6"" 2412x1080 4+128ГБ NFC 5000 mAh",43502518,24,20990,15952,Realme,48914,158,5,https://www.wildberries.ru/catalog/43502518/detail.aspx?targetUrl=BP
227,Смартфон nova Y70 128 ГБ 48МП 6000 мА*ч,118074851,43,18990,10824,Huawei,6667,201,5,https://www.wildberries.ru/catalog/118074851/detail.aspx?targetUrl=BP
228,Смартфон 5 Pro 12 256GB Black (Черный) Global Version,116792025,11,67165,59776,Black Shark,291465,5,4,https://www.wildberries.ru/catalog/116792025/detail.aspx?targetUrl=BP
229,C40 3 GB+32 GB,114714658,42,11990,6954,POCO,132943,780,5,https://www.wildberries.ru/catalog/114714658/detail.aspx?targetUrl=BP
230,Смартфон С35 4 64Gb 6.6 2408x1080 FHD+ 5000mAh,111864106,39,17990,10973,Realme,48914,1064,5,https://www.wildberries.ru/catalog/111864106/detail.aspx?targetUrl=BP
231,Смартфон F4 8GB+256GB,110520088,8,37990,34950,POCO,132943,196,5,https://www.wildberries.ru/catalog/110520088/detail.aspx?targetUrl=BP
232,Смартфон SPARK 9 pro KH7n 4 128 ГБ,97087643,12,12890,11343,TECNO,23233,118,5,https://www.wildberries.ru/catalog/97087643/detail.aspx?targetUrl=BP
233,Redmi 10 2022 4GB+128GB Blue,86264788,20,18990,15192,Xiaomi,19467,128,5,https://www.wildberries.ru/catalog/86264788/detail.aspx?targetUrl=BP
234,Смартфон X4 Pro 5G 8GB+256GB,67866097,45,50990,28044,POCO,132943,1266,5,https://www.wildberries.ru/catalog/67866097/detail.aspx?targetUrl=BP
235,Смартфон C40 3GB+32GB,114176669,42,11990,6954,POCO,132943,198,5,https://www.wildberries.ru/catalog/114176669/detail.aspx?targetUrl=BP
236,Смартфон Redmi A1+ 2GB+32GB,103742307,38,7990,4953,Xiaomi,19467,174,5,https://www.wildberries.ru/catalog/103742307/detail.aspx?targetUrl=BP
237,Смартфон M5 4GB+64GB,102706631,20,14990,11992,POCO,132943,294,5,https://www.wildberries.ru/catalog/102706631/detail.aspx?targetUrl=BP
238,POVA Neo 2 6.82 1640*720 4+64ГБ,105238551,0,11990,11990,TECNO,23233,267,5,https://www.wildberries.ru/catalog/105238551/detail.aspx?targetUrl=BP
239,"Смартфон Redmi 10C 4 GB 128 GB 6.71"" 1650x720 50 МП+2 МП 5Mp…",75664919,35,19990,12993,Xiaomi,19467,363,5,https://www.wildberries.ru/catalog/75664919/detail.aspx?targetUrl=BP
240,Смартфон 12 Lite 8 128Gb,116076947,11,38836,34564,MI,31808,3,5,https://www.wildberries.ru/catalog/116076947/detail.aspx?targetUrl=BP
241,Смартфон Note 12 2023 X676C 8 256 ГБ,138856990,34,22712,14989,Infinix,252622,0,0,https://www.wildberries.ru/catalog/138856990/detail.aspx?targetUrl=BP
242,Смартфон 5 8 128GB,124815083,11,46550,41429,Black Shark,291465,1,5,https://www.wildberries.ru/catalog/124815083/detail.aspx?targetUrl=BP
243,Galaxy A53 5G 128GB,84888181,37,37990,23933,Samsung,5772,80,5,https://www.wildberries.ru/catalog/84888181/detail.aspx?targetUrl=BP
244,Смартфон (A525F) Galaxy A52 4 128Gb,64967284,11,32957,29331,Samsung,5772,3,4,https://www.wildberries.ru/catalog/64967284/detail.aspx?targetUrl=BP
245,Смартфон 9A 2 32Gb RU,133009867,11,7687,6841,Redmi,50662,1,5,https://www.wildberries.ru/catalog/133009867/detail.aspx?targetUrl=BP
246,Смартфон Galaxy S21 FE 8 256GB,102417870,11,56924,50662,Samsung,5772,0,0,https://www.wildberries.ru/catalog/102417870/detail.aspx?targetUrl=BP
247,Смартфон Y35 4GB 64GB,118174486,44,17990,10074,VIVO,33526,406,5,https://www.wildberries.ru/catalog/118174486/detail.aspx?targetUrl=BP
248,Смартфон 10C NFC 3 64Gb RU,123504559,11,13034,11600,Redmi,50662,2,5,https://www.wildberries.ru/catalog/123504559/detail.aspx?targetUrl=BP
249,Смартфон (A525F) Galaxy A52 8 256Gb Голубой,64969637,11,39235,34919,Samsung,5772,2,3,https://www.wildberries.ru/catalog/64969637/detail.aspx?targetUrl=BP
250,Смартфон 10 Pro 8 256Gb,76805927,11,63175,56225,OnePlus,28380,0,0,https://www.wildberries.ru/catalog/76805927/detail.aspx?targetUrl=BP
251,"Смартфон Redmi 10A 2G 32G 6.53"" 720х1600 13МП+5МП 5000 mAh",116110648,19,10490,8496,Xiaomi,19467,106,5,https://www.wildberries.ru/catalog/116110648/detail.aspx?targetUrl=BP
252,Смартфон 9A 2 32Gb Зеленый RU,32775061,11,7687,6841,Redmi,50662,0,0,https://www.wildberries.ru/catalog/32775061/detail.aspx?targetUrl=BP
253,Смартфон Note 11 Pro 5G 8 128GB,77495425,11,33117,29474,Redmi,50662,2,5,https://www.wildberries.ru/catalog/77495425/detail.aspx?targetUrl=BP
254,Galaxy A13 128GB,84888183,18,16990,13931,Samsung,5772,187,5,https://www.wildberries.ru/catalog/84888183/detail.aspx?targetUrl=BP
255,Смартфон Note 11 Pro 5G 8 128GB,77495426,11,35112,31249,Redmi,50662,2,5,https://www.wildberries.ru/catalog/77495426/detail.aspx?targetUrl=BP
256,Смартфон 9C 3 64Gb (NFC) RU,133009869,11,11438,10179,Redmi,50662,0,0,https://www.wildberries.ru/catalog/133009869/detail.aspx?targetUrl=BP
257,Смартфон 10C NFC 3 64Gb RU,123504560,11,13034,11600,Redmi,50662,2,5,https://www.wildberries.ru/catalog/123504560/detail.aspx?targetUrl=BP
258,Смартфон 10C NFC 4 128Gb RU,78796054,11,16692,14855,Redmi,50662,0,0,https://www.wildberries.ru/catalog/78796054/detail.aspx?targetUrl=BP
259,Смартфон Galaxy A23 4 64Gb (SM-A235FZKUSKZ),133009837,11,19817,17637,Samsung,5772,0,0,https://www.wildberries.ru/catalog/133009837/detail.aspx?targetUrl=BP
260,Смартфон 10 2022 4 128Gb (NFC) RU,133010675,11,18155,16157,Redmi,50662,0,0,https://www.wildberries.ru/catalog/133010675/detail.aspx?targetUrl=BP
261,Смартфон 9A 2 32Gb RU,133010673,11,7687,6841,Redmi,50662,0,0,https://www.wildberries.ru/catalog/133010673/detail.aspx?targetUrl=BP
262,Samsung Galaxy A13 64Gb Black,134293918,0,14949,14949,MI,31808,1,5,https://www.wildberries.ru/catalog/134293918/detail.aspx?targetUrl=BP
263,Смартфон Xiao Red 9C 128Gb,137749022,0,12999,12999,MI,31808,1,5,https://www.wildberries.ru/catalog/137749022/detail.aspx?targetUrl=BP
264,Смартфон (A525F) Galaxy A52 8 256Gb Черный,32767764,11,39235,34919,Samsung,5772,3,4,https://www.wildberries.ru/catalog/32767764/detail.aspx?targetUrl=BP
265,Смартфон Red 10C RU 4+128 Graphite Gray,134292745,0,17239,17239,MI,31808,0,0,https://www.wildberries.ru/catalog/134292745/detail.aspx?targetUrl=BP
266,Смартфон 10C NFC 3 64Gb RU,123504771,11,13034,11600,Redmi,50662,2,5,https://www.wildberries.ru/catalog/123504771/detail.aspx?targetUrl=BP
267,"Смартфон Xiaomi 9A 32Gb Gray, Green",132274864,37,11096,6990,Redmi,50662,1,2,https://www.wildberries.ru/catalog/132274864/detail.aspx?targetUrl=BP
268,Смартфон 12 256Gb Grey (Серый) Global Version,117624752,11,59185,52674,12,91569,1,5,https://www.wildberries.ru/catalog/117624752/detail.aspx?targetUrl=BP
269,"Galaxy A13 6.6"" 128GB",106476292,18,16990,13931,Samsung,5772,28,5,https://www.wildberries.ru/catalog/106476292/detail.aspx?targetUrl=BP
270,Смартфон Realme C31 3 32 GB,137312557,37,11890,7490,ПЕРВЫЙ РЕГИОН,1371894,0,0,https://www.wildberries.ru/catalog/137312557/detail.aspx?targetUrl=BP
271,Смартфон 12 Lite 8 128Gb,96296757,11,39222,34907,MI,31808,0,0,https://www.wildberries.ru/catalog/96296757/detail.aspx?targetUrl=BP
272,Смартфон Galaxy A13 4 64Gb (SM-A135FZKVSKZ),133009858,11,16612,14784,Samsung,5772,0,0,https://www.wildberries.ru/catalog/133009858/detail.aspx?targetUrl=BP
273,Смартфон Xiao Red 9C NFC 32Gb,137702296,0,8999,8999,MI,31808,1,5,https://www.wildberries.ru/catalog/137702296/detail.aspx?targetUrl=BP
274,"Смартфон Xiaomi 10A 32Gb, Gray",132283235,37,14271,8990,Redmi,50662,2,5,https://www.wildberries.ru/catalog/132283235/detail.aspx?targetUrl=BP
275,Смартфон Redmi 10A 2 32 GB Blue,137935036,37,14271,8990,Xiaomi,19467,2,5,https://www.wildberries.ru/catalog/137935036/detail.aspx?targetUrl=BP
276,Смартфон Galaxy A13 4 64Gb (SM-A135FZKVSKZ),133010667,11,16612,14784,Samsung,5772,0,0,https://www.wildberries.ru/catalog/133010667/detail.aspx?targetUrl=BP
277,Смартфон 10 Pro 8 256Gb,76805926,11,63175,56225,OnePlus,28380,0,0,https://www.wildberries.ru/catalog/76805926/detail.aspx?targetUrl=BP
278,Смартфон 9C 3 64Gb (NFC) RU,133010674,11,11438,10179,Redmi,50662,0,0,https://www.wildberries.ru/catalog/133010674/detail.aspx?targetUrl=BP
279,Смартфон Red 10 2022 4GB RAM 128GB ROM Pebble White,137741351,0,17999,17999,MI,31808,0,0,https://www.wildberries.ru/catalog/137741351/detail.aspx?targetUrl=BP
280,Смартфон 10C NFC 3 64Gb RU,134562462,11,13034,11600,Redmi,50662,0,0,https://www.wildberries.ru/catalog/134562462/detail.aspx?targetUrl=BP
281,Смартфон Red 10C 64GB EAC Graphite Grey,137738444,0,13999,13999,MI,31808,0,0,https://www.wildberries.ru/catalog/137738444/detail.aspx?targetUrl=BP
282,Смартфон Galaxy S21 FE 8 256GB,102423326,11,58387,51964,Samsung,5772,0,0,https://www.wildberries.ru/catalog/102423326/detail.aspx?targetUrl=BP
283,Смартфон 12 Lite 8 128Gb,116077120,11,39102,34800,MI,31808,3,5,https://www.wildberries.ru/catalog/116077120/detail.aspx?targetUrl=BP
284,Смартфон 12 Pro 256GB,122731065,0,114989,114989,Xiaomi,19467,0,0,https://www.wildberries.ru/catalog/122731065/detail.aspx?targetUrl=BP
285,12X 256GB,122731766,0,64399,64399,Xiaomi,19467,0,0,https://www.wildberries.ru/catalog/122731766/detail.aspx?targetUrl=BP
286,Смартфон 12X 8 256Gb RU,77169284,11,65037,57882,MI,31808,0,0,https://www.wildberries.ru/catalog/77169284/detail.aspx?targetUrl=BP
287,Смарфтон Xiaomi F4 8 GB+256 GB Чёрная ночь (MZB0BO5RU),135993168,0,57499,57499,POCO,132943,0,0,https://www.wildberries.ru/catalog/135993168/detail.aspx?targetUrl=BP
288,Смартфон Galaxy S21 FE 8 256GB,102423524,11,58786,52319,Samsung,5772,0,0,https://www.wildberries.ru/catalog/102423524/detail.aspx?targetUrl=BP
289,Apple iPhone 11 128 ГБ Черный,137972461,0,45990,45990,,0,0,0,https://www.wildberries.ru/catalog/137972461/detail.aspx?targetUrl=BP
290,Смартфон 11T 128GB Celestial Blue,123076737,0,37939,37939,Xiaomi,19467,0,0,https://www.wildberries.ru/catalog/123076737/detail.aspx?targetUrl=BP
